sys_util,NOFILTER,FILTER_90%,FILTER_99%,FILTER_99.9%
0.7000000000000001,0.373015873015873,0.41798941798941786,0.42328042328042326,0.42328042328042326
0.2,0.8571428571428571,0.8472906403940886,0.8522167487684728,0.8522167487684728
0.5,0.7182662538699691,0.7058823529411761,0.7058823529411761,0.7058823529411761
0.6,0.6058981233243965,0.5951742627345844,0.6005361930294904,0.6005361930294904
0.4,0.8015267175572519,0.7862595419847327,0.7862595419847327,0.7862595419847327
0.8,0.019999999999999997,0.029999999999999975,0.039999999999999994,0.039999999999999994
0.9,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.1,0.9126984126984127,0.9126984126984127,0.9126984126984127,0.9126984126984127
0.30000000000000004,0.860824742268041,0.8556701030927834,0.8556701030927834,0.8556701030927834
