sys_util,NOFILTER,FILTER_90%,FILTER_99%,FILTER_99.9%
0.6,0.03,0.009999999999999998,0.009999999999999998,0.009999999999999998
0.30000000000000004,0.2664473684210522,0.23026315789473684,0.23026315789473684,0.23026315789473684
0.7000000000000001,0.0,0.019999999999999997,0.019999999999999997,0.019999999999999997
0.2,0.3585434173669466,0.3249299719887954,0.3249299719887954,0.3249299719887954
0.9,0.0,0.0,0.0,0.0
0.5,0.11038961038961044,0.0974025974025974,0.0974025974025974,0.0974025974025974
0.1,0.5916230366492146,0.5549738219895286,0.5549738219895286,0.5549738219895286
1.0,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0
0.4,0.17117117117117114,0.1306306306306308,0.1306306306306308,0.1306306306306308
