sys_util,NOFILTER,FILTER_90%,FILTER_99%,FILTER_99.9%
0.2,0.6085790884718494,0.5978552278820373,0.6032171581769439,0.6032171581769439
0.4,0.5480519480519482,0.5324675324675322,0.5324675324675322,0.5324675324675322
0.8,0.0,0.019999999999999997,0.019999999999999997,0.019999999999999997
0.1,0.7055214723926378,0.6993865030674842,0.6993865030674842,0.6993865030674842
0.9,0.0,0.0,0.0,0.0
0.30000000000000004,0.5842105263157892,0.5710526315789466,0.5736842105263166,0.5736842105263166
1.0,0.0,0.0,0.0,0.0
0.5,0.43157894736842095,0.4078947368421054,0.4078947368421054,0.4078947368421054
0.7000000000000001,0.09929078014184398,0.09219858156028368,0.09219858156028368,0.09219858156028368
0.6,0.28840125391849564,0.26332288401253956,0.2664576802507836,0.2664576802507836
