sys_util,NOFILTER,FILTER_90%,FILTER_99%,FILTER_99.9%
0.8,0.0,0.019999999999999997,0.019999999999999997,0.019999999999999997
0.7000000000000001,0.2703488372093024,0.3226744186046514,0.33139534883720917,0.33139534883720917
0.9,0.0,0.0,0.0,0.0
0.5,0.7822878228782287,0.7749077490774908,0.7749077490774908,0.7749077490774908
0.6,0.6253443526170798,0.6253443526170797,0.6253443526170797,0.6253443526170797
0.30000000000000004,0.8649999999999999,0.85,0.85,0.85
0.4,0.7872340425531915,0.7624113475177305,0.7624113475177305,0.7624113475177305
1.0,0.0,0.0,0.0,0.0
0.2,0.8941176470588236,0.876470588235294,0.8823529411764706,0.8823529411764706
0.1,0.95,0.95,0.95,0.95
