sys_util,NOFILTER,FILTER_90%,FILTER_99%,FILTER_99.9%
0.7000000000000001,0.09278350515463919,0.13402061855670103,0.14432989690721656,0.14432989690721656
0.8,0.0,0.0,0.0,0.0
0.1,0.9083969465648855,0.9083969465648855,0.9083969465648855,0.9083969465648855
0.2,0.8425925925925926,0.8333333333333334,0.8333333333333334,0.8333333333333334
0.5,0.6100795755968171,0.5809018567639258,0.5809018567639258,0.5809018567639258
0.9,0.0,0.0,0.0,0.0
0.4,0.7147239263803682,0.6993865030674843,0.6993865030674843,0.6993865030674843
0.6,0.5890052356020947,0.5602094240837701,0.5628272251308901,0.5628272251308901
1.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.7308868501529049,0.697247706422018,0.7003058103975531,0.7003058103975531
