sys_util,NOFILTER,FILTER_90%,FILTER_99%,FILTER_99.9%
0.4,0.029999999999999995,0.05,0.05,0.05
1.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0
0.5,0.009999999999999998,0.0,0.0,0.0
0.1,0.272727272727273,0.272727272727273,0.272727272727273,0.272727272727273
0.8,0.0,0.0,0.0,0.0
0.30000000000000004,0.11038961038961038,0.10389610389610383,0.10389610389610383,0.10389610389610383
0.6,0.0,0.0,0.0,0.0
0.2,0.21590909090909094,0.21212121212121215,0.21590909090909094,0.21590909090909094
