sys_util,NOFILTER,FILTER_90%,FILTER_99%,FILTER_99.9%
0.8,0.0661764705882353,0.08823529411764706,0.09558823529411764,0.09558823529411764
0.9,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.4496124031007752,0.47803617571059454,0.4935400516795864,0.4935400516795864
0.1,0.9217391304347826,0.9217391304347826,0.9217391304347826,0.9217391304347826
0.4,0.8356164383561643,0.8310502283105021,0.8310502283105021,0.8310502283105021
0.30000000000000004,0.9012345679012346,0.8827160493827161,0.8827160493827161,0.8827160493827161
0.5,0.8031496062992126,0.7952755905511811,0.7952755905511811,0.7952755905511811
0.2,0.9025974025974026,0.8896103896103896,0.9025974025974026,0.9025974025974026
0.6,0.6253443526170801,0.630853994490358,0.6336088154269973,0.6336088154269973
