sys_util,NOFILTER,FILTER_90%,FILTER_99%,FILTER_99.9%
0.4,0.498708010335917,0.4883720930232559,0.4883720930232559,0.4883720930232559
0.7000000000000001,0.19557195571955718,0.22140221402214022,0.22509225092250923,0.22509225092250923
1.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.6601123595505616,0.6432584269662925,0.6432584269662925,0.6432584269662925
0.1,0.7275641025641026,0.7211538461538461,0.7211538461538461,0.7211538461538461
0.6,0.40848806366047735,0.40848806366047746,0.41379310344827586,0.416445623342175
0.5,0.4597402597402599,0.4597402597402599,0.4597402597402599,0.4597402597402599
0.8,0.029999999999999995,0.05,0.05,0.05
0.2,0.6873156342182881,0.6784660766961657,0.6814159292035394,0.6814159292035394
0.9,0.0,0.0,0.0,0.0
