sys_util,NOFILTER,FILTER_90%,FILTER_99%,FILTER_99.9%
0.2,0.6162162162162159,0.6054054054054058,0.6081081081081083,0.6081081081081083
0.30000000000000004,0.5400516795865639,0.49612403100775143,0.49612403100775143,0.49612403100775143
0.1,0.6957831325301205,0.6897590361445776,0.6897590361445776,0.6897590361445776
0.5,0.3763736263736264,0.3543956043956044,0.3543956043956044,0.3543956043956044
1.0,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0
0.8,0.029999999999999995,0.029999999999999995,0.029999999999999995,0.029999999999999995
0.6,0.23214285714285715,0.23214285714285693,0.23571428571428552,0.23571428571428552
0.7000000000000001,0.10126582278481026,0.11392405063291139,0.11392405063291139,0.11392405063291139
0.4,0.4315789473684209,0.41315789473684206,0.41315789473684206,0.41315789473684206
