sys_util,NOFILTER,FILTER_90%,FILTER_99%,FILTER_99.9%
0.30000000000000004,0.8370044052863436,0.8237885462555066,0.8237885462555066,0.8237885462555066
0.5,0.6925373134328358,0.6835820895522392,0.6865671641791044,0.68955223880597
0.4,0.8148148148148151,0.8065843621399176,0.8065843621399176,0.8065843621399176
0.8,0.0608695652173913,0.0782608695652174,0.0782608695652174,0.0782608695652174
0.1,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9259259259259259
0.2,0.9313725490196079,0.9313725490196079,0.9313725490196079,0.9313725490196079
0.6,0.6298342541436457,0.62707182320442,0.6353591160220995,0.6353591160220995
1.0,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0
0.7000000000000001,0.4057591623036648,0.4293193717277487,0.4397905759162304,0.4397905759162304
