sys_util,NOFILTER,FILTER_90%,FILTER_99%,FILTER_99.9%
0.30000000000000004,0.6368563685636857,0.609756097560976,0.609756097560976,0.609756097560976
0.1,0.7311475409836069,0.7311475409836069,0.7311475409836069,0.7311475409836069
0.7000000000000001,0.1652542372881356,0.17796610169491525,0.18644067796610167,0.18644067796610167
0.2,0.647222222222222,0.6333333333333334,0.6416666666666659,0.6416666666666659
0.9,0.0,0.0,0.0,0.0
0.6,0.3631284916201119,0.3519553072625698,0.36033519553072624,0.36033519553072624
0.5,0.43832020997375326,0.42782152230971127,0.4304461942257217,0.4304461942257217
0.8,0.029999999999999975,0.03999999999999998,0.03999999999999998,0.03999999999999998
1.0,0.0,0.0,0.0,0.0
0.4,0.5271317829457367,0.5064599483204134,0.5064599483204134,0.5064599483204134
