sys_util,NOFILTER,FILTER_90%,FILTER_99%,FILTER_99.9%
0.30000000000000004,0.6564245810055863,0.6368715083798883,0.6368715083798883,0.6368715083798883
0.8,0.029999999999999975,0.05,0.05999999999999995,0.05999999999999995
1.0,0.0,0.0,0.0,0.0
0.4,0.5691906005221926,0.548302872062664,0.548302872062664,0.548302872062664
0.1,0.7597173144876325,0.7597173144876325,0.7597173144876325,0.7597173144876325
0.7000000000000001,0.24916943521594703,0.25913621262458486,0.2624584717607973,0.2624584717607973
0.9,0.0,0.0,0.0,0.0
0.6,0.4274406332453827,0.42216358839050144,0.424802110817942,0.4274406332453827
0.5,0.5322997416020671,0.51937984496124,0.51937984496124,0.51937984496124
0.2,0.7328990228013027,0.729641693811075,0.7328990228013027,0.7328990228013027
