sys_util,NOFILTER,FILTER_90%,FILTER_99%,FILTER_99.9%
0.4,0.8855421686746988,0.8795180722891566,0.8795180722891566,0.8795180722891566
0.9,0.0,0.0,0.0,0.0
0.6,0.7238095238095237,0.7174603174603176,0.7301587301587307,0.7333333333333335
0.2,0.9083969465648855,0.9083969465648855,0.9083969465648855,0.9083969465648855
0.7000000000000001,0.4728682170542636,0.5090439276485791,0.5142118863049094,0.5167958656330748
0.8,0.13537117903930126,0.17467248908296956,0.17903930131004372,0.17903930131004372
1.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.86,0.8499999999999998,0.8499999999999998,0.8499999999999998
0.5,0.7346278317152104,0.7249190938511325,0.7249190938511325,0.7249190938511325
0.1,0.9217391304347826,0.9217391304347826,0.9217391304347826,0.9217391304347826
