sys_util,NOFILTER,FILTER_90%,FILTER_99%,FILTER_99.9%
0.6,0.29754601226993865,0.2975460122699385,0.3006134969325151,0.3006134969325151
1.0,0.0,0.0,0.0,0.0
0.2,0.6676136363636365,0.6505681818181818,0.6534090909090906,0.6534090909090906
0.1,0.7992125984251967,0.7952755905511811,0.7952755905511811,0.7952755905511811
0.4,0.5012919896640826,0.47803617571059454,0.47803617571059454,0.47803617571059454
0.9,0.0,0.0,0.0,0.0
0.30000000000000004,0.5941644562334215,0.5809018567639262,0.5809018567639262,0.5809018567639262
0.7000000000000001,0.20238095238095247,0.20238095238095247,0.20238095238095247,0.20238095238095247
0.5,0.39295392953929537,0.3766937669376692,0.3766937669376692,0.3766937669376692
0.8,0.0,0.019999999999999997,0.019999999999999997,0.019999999999999997
