sys_util,NORMAL,NOFILTER,FILTER,SOFTWARE,SHERLOC
0.2,1.0,0.8608247422680413,0.8556701030927835,1.0,0.9381443298969072
0.7000000000000001,1.0,0.3430079155672821,0.3720316622691294,0.0,0.5751978891820584
0.5,1.0,0.7450331125827816,0.7350993377483441,1.0,0.867549668874172
0.6,1.0,0.6640211640211641,0.6587301587301577,0.42328042328042337,0.7962962962962957
0.4,1.0,0.7745454545454546,0.7709090909090909,1.0,0.8727272727272727
0.8,0.9903846153846154,0.04807692307692308,0.06730769230769232,0.0,0.15865384615384612
0.9,0.6368715083798884,0.0,0.0,0.0,0.0
1.0,0.009999999999999998,0.0,0.0,0.0,0.0
0.1,1.0,0.9166666666666666,0.9166666666666666,1.0,0.9666666666666667
0.30000000000000004,1.0,0.8436018957345972,0.8388625592417063,1.0,0.919431279620853
