sys_util,NORMAL,NOFILTER,FILTER,SOFTWARE,SHERLOC
1.0,0.17410714285714285,0.0,0.0,0.0,0.0
0.5,1.0,0.02531645569620253,0.03164556962025317,1.0,0.11392405063291139
0.4,1.0,0.11740890688259112,0.11336032388663968,1.0,0.19838056680161945
0.7000000000000001,1.0,0.0,0.0,0.0,0.0
0.30000000000000004,1.0,0.2012012012012012,0.1831831831831832,1.0,0.31231231231231216
0.2,1.0,0.1900311526479751,0.1900311526479751,1.0,0.2928348909657323
0.1,1.0,0.29521276595744683,0.29521276595744683,1.0,0.4148936170212766
0.9,0.9083969465648855,0.0,0.0,0.0,0.0
0.8,1.0,0.0,0.0,0.0,0.0
0.6,1.0,0.0,0.0,0.98,0.039999999999999994
