RTA_DELTA,RTA_NORM,sys_util
0.0,0.5000000000000003,2.0
0.0,0.5000000000000003,1.75
0.0,0.5000000000000003,1.25
0.0,0.5128865979381446,0.75
0.0,0.5000000000000003,1.5
0.0,0.5000000000000003,1.0
0.0,0.7151898734177213,0.5
0.0,0.925,0.25
