sys_util,NORMAL,NOFILTER,FILTER,SOFTWARE,SHERLOC
0.6,1.0,0.29792746113989677,0.29533678756476694,0.6735751295336794,0.46891191709844565
1.0,0.0,0.0,0.0,0.0,0.0
0.2,1.0,0.6480446927374304,0.6368715083798882,1.0,0.7960893854748597
0.1,1.0,0.7709090909090909,0.7709090909090909,1.0,0.8799999999999999
0.4,1.0,0.5245478036175714,0.511627906976744,1.0,0.6718346253229982
0.9,0.7597173144876324,0.0,0.0,0.0,0.0
0.30000000000000004,1.0,0.6501377410468324,0.6253443526170794,1.0,0.7575757575757576
0.7000000000000001,1.0,0.15312500000000012,0.15937500000000007,0.0,0.29062499999999997
0.5,1.0,0.4330708661417323,0.42782152230971127,1.0,0.5643044619422573
0.8,1.0,0.018518518518518514,0.046296296296296294,0.0,0.07407407407407403
