RTA_DELTA,RTA_NORM,sys_util
0.0,0.7183544303797467,0.5
0.0,0.5000000000000003,2.0
0.0,0.5000000000000003,1.75
0.0,0.5103092783505154,0.75
0.0,0.97,0.25
0.0,0.5000000000000003,1.5
0.0,0.5000000000000003,1.25
0.0,0.5000000000000003,1.0
