sys_util,NORMAL,NOFILTER,FILTER,SOFTWARE,SHERLOC
0.4,1.0,0.05147058823529414,0.044117647058823525,1.0,0.09558823529411764
1.0,0.029999999999999985,0.0,0.0,0.0,0.0
0.7000000000000001,1.0,0.0,0.0,0.0,0.0
0.9,0.7272727272727272,0.0,0.0,0.0,0.0
0.5,1.0,0.009999999999999998,0.009999999999999998,1.0,0.029999999999999975
0.1,1.0,0.2513966480446925,0.2513966480446925,1.0,0.3631284916201119
0.8,1.0,0.0,0.0,0.0,0.0
0.30000000000000004,1.0,0.11510791366906477,0.11151079136690649,1.0,0.23381294964028776
0.6,1.0,0.0,0.0,0.5684210526315793,0.005263157894736834
0.2,1.0,0.19269102990033227,0.19269102990033227,1.0,0.2624584717607975
