sys_util,NORMAL,NOFILTER,FILTER,SOFTWARE,SHERLOC
0.4,1.0,0.1551724137931034,0.129310344827586,1.0,0.33908045977011486
0.5,1.0,0.0,0.0,1.0,0.09558823529411764
0.7000000000000001,1.0,0.0,0.0,0.0,0.0
0.1,1.0,0.5710526315789459,0.5710526315789459,1.0,0.7
1.0,0.009999999999999998,0.0,0.0,0.0,0.0
0.6,1.0,0.0,0.0,0.39295392953929537,0.010840108401083993
0.30000000000000004,1.0,0.2891246684350133,0.27586206896551746,1.0,0.416445623342175
0.9,0.5167958656330757,0.0,0.0,0.0,0.0
0.8,1.0,0.0,0.0,0.0,0.0
0.2,1.0,0.38961038961038974,0.38441558441558454,1.0,0.5350649350649352
