sys_util,NORMAL,NOFILTER,FILTER,SOFTWARE,SHERLOC
0.2,1.0,0.8585365853658535,0.8439024390243903,1.0,0.9414634146341463
0.4,1.0,0.7573770491803277,0.7311475409836063,1.0,0.8590163934426229
0.5,1.0,0.7249190938511326,0.7249190938511326,1.0,0.851132686084142
0.6,1.0,0.5930851063829791,0.5851063829787237,0.39361702127659587,0.7340425531914888
0.1,1.0,0.9333333333333333,0.9166666666666666,1.0,0.95
0.30000000000000004,1.0,0.8014981273408239,0.7790262172284644,1.0,0.8801498127340824
0.7000000000000001,1.0,0.29765013054830314,0.3289817232375979,0.0,0.5535248041775453
0.8,0.9942196531791907,0.011560693641618497,0.04046242774566475,0.0,0.12716763005780354
0.9,0.5643044619422575,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
