sys_util,NORMAL,NOFILTER,FILTER,SOFTWARE,SHERLOC
0.30000000000000004,1.0,0.8549999999999999,0.85,1.0,0.9
0.5,1.0,0.7703180212014131,0.7597173144876325,1.0,0.8621908127208481
0.4,1.0,0.9259259259259259,0.9259259259259259,1.0,0.9537037037037037
0.8,1.0,0.0514018691588785,0.08878504672897197,0.0,0.16355140186915892
0.1,1.0,0.94,0.94,1.0,0.98
0.2,1.0,0.9333333333333333,0.9166666666666666,1.0,0.9583333333333334
0.6,1.0,0.6414565826330529,0.6470588235294109,0.7002801120448178,0.7815126050420168
1.0,0.009999999999999998,0.0,0.0,0.0,0.0
0.7000000000000001,1.0,0.3736842105263155,0.42894736842105263,0.0,0.6078947368421054
0.9,0.7457627118644065,0.0,0.0,0.0,0.0
