sys_util,NORMAL,NOFILTER,FILTER,SOFTWARE,SHERLOC
0.30000000000000004,1.0,0.24739583333333337,0.20833333333333334,1.0,0.5416666666666664
0.6,1.0,0.042105263157894736,0.042105263157894736,0.014035087719298237,0.24210526315789493
0.7000000000000001,1.0,0.0,0.0,0.0,0.07407407407407411
0.2,1.0,0.4342105263157895,0.4052631578947367,1.0,0.6157894736842103
0.9,0.12716763005780354,0.0,0.0,0.0,0.0
0.1,1.0,0.6293333333333334,0.5893333333333337,1.0,0.7733333333333333
0.5,1.0,0.092485549132948,0.06936416184971102,1.0,0.33526011560693647
1.0,0.0,0.0,0.0,0.0,0.0
0.8,0.99,0.0,0.0,0.0,0.0
0.4,1.0,0.1286863270777479,0.11528150134048257,1.0,0.4048257372654154
