sys_util,NORMAL,NOFILTER,FILTER,SOFTWARE,SHERLOC
0.30000000000000004,1.0,0.6376021798365124,0.61307901907357,1.0,0.7765667574931877
0.1,1.0,0.7424749163879597,0.7391304347826086,1.0,0.88628762541806
0.7000000000000001,1.0,0.18584070796460184,0.19174041297935104,0.0,0.3215339233038348
0.2,1.0,0.668587896253602,0.662824207492795,1.0,0.7838616714697406
0.9,0.8065843621399177,0.0,0.0,0.0,0.0
0.6,1.0,0.32901554404145095,0.3186528497409322,0.6502590673575126,0.4792746113989637
0.5,1.0,0.38181818181818167,0.3896103896103894,1.0,0.5376623376623372
0.8,1.0,0.030864197530864185,0.037037037037037035,0.0,0.11728395061728394
0.4,1.0,0.5064599483204136,0.49612403100775193,1.0,0.6511627906976742
1.0,0.0,0.0,0.0,0.0,0.0
