sys_util,NORMAL,NOFILTER,FILTER,SOFTWARE,SHERLOC
0.6,1.0,1.0,1.0,0.601078167115903,1.0
0.2,1.0,1.0,1.0,1.0,1.0
0.9,0.7058823529411765,0.030959752321981435,0.1021671826625387,0.0,0.10835913312693495
0.1,1.0,1.0,1.0,1.0,1.0
0.8,0.9972451790633609,0.6253443526170797,0.7575757575757569,0.0,0.7465564738292015
0.7000000000000001,1.0,0.99,0.99,0.0,1.0
0.5,1.0,1.0,1.0,1.0,1.0
0.4,1.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,1.0,1.0,1.0,1.0,1.0
