sys_util,NORMAL,NOFILTER,FILTER,SOFTWARE,SHERLOC
0.1,1.0,0.6253369272237196,0.6010781671159033,1.0,0.811320754716981
1.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,1.0,0.39304812834224606,0.3689839572192514,1.0,0.5935828877005347
0.7000000000000001,1.0,0.01694915254237288,0.02824858757062147,0.0,0.12994350282485873
0.8,0.99,0.0,0.0,0.0,0.009999999999999998
0.4,1.0,0.281653746770026,0.26098191214470284,1.0,0.5012919896640826
0.5,1.0,0.2277486910994765,0.18324607329842932,0.9973821989528796,0.4450261780104711
0.2,1.0,0.5167958656330747,0.49612403100775193,1.0,0.7054263565891473
0.6,1.0,0.12285714285714287,0.11428571428571427,0.22,0.3457142857142857
0.9,0.40214477211796246,0.0,0.0,0.0,0.0
