RTA_DELTA,RTA_NORM,sys_util
0.0,0.5000000000000003,1.5
0.0,0.5000000000000003,3.75
0.0,0.5000000000000003,1.75
0.0,0.5000000000000003,4.0
0.0,0.5000000000000003,3.5
0.0,0.5000000000000003,1.0
0.0,0.8189655172413791,0.5
0.0,0.5710526315789477,0.75
0.0,1.0,0.25
0.0,0.5000000000000003,2.25
0.0,0.5000000000000003,3.0
0.0,0.5000000000000003,1.25
0.0,0.5000000000000003,2.75
0.0,0.5000000000000003,2.5
0.0,0.5000000000000003,3.25
0.0,0.5000000000000003,2.0
