RTA_DELTA,RTA_NORM,sys_util
0.0,0.5000000000000003,4.0
0.0,0.5000000000000003,1.0
0.0,0.5000000000000003,3.0
0.0,0.5000000000000003,2.0
0.0,0.5000000000000003,3.75
0.0,0.5233160621761656,0.75
0.0,0.5000000000000003,2.5
0.0,0.5000000000000003,2.25
0.0,0.5000000000000003,3.25
0.0,0.5000000000000003,1.5
0.0,0.5000000000000003,2.75
0.0,0.5000000000000003,3.5
0.0,0.5000000000000003,1.25
0.0,0.6897590361445783,0.5
0.0,0.95,0.25
0.0,0.5000000000000003,1.75
