sys_util,NORMAL,NOFILTER,FILTER,SOFTWARE,SHERLOC
0.9,0.5376623376623381,0.0,0.0,0.0,0.0
0.5,1.0,0.04060913705583755,0.035532994923857884,1.0,0.1472081218274112
0.7000000000000001,1.0,0.0,0.0,0.0,0.0
0.8,0.99,0.0,0.0,0.0,0.0
1.0,0.039999999999999994,0.0,0.0,0.0,0.0
0.30000000000000004,1.0,0.22408963585434175,0.21568627450980388,1.0,0.3585434173669468
0.1,1.0,0.44502617801047123,0.43455497382198954,1.0,0.5785340314136128
0.6,1.0,0.0,0.0,0.37292817679557994,0.013812154696132593
0.4,1.0,0.13333333333333336,0.1275362318840581,1.0,0.3333333333333333
0.2,1.0,0.35751295336787564,0.33419689119171,1.0,0.47668393782383417
